playCount,createTimeISO,isAd,isMuted,videoMeta_duration,ad,ecuador,publicidad,gratis,publi,anuncio,free,quito,ofertas,local,tienda,comercial,machala,promo,ambato,loja,promoecuador,comerciales,santodomingoecuador,guayaquil,cuenca
8800000,2024-01-11T00:52:36.000Z,0,0,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8800000,2024-05-06T04:13:34.000Z,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878800,2024-07-04T16:02:24.000Z,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878100,2024-05-13T18:07:43.000Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877800,2024-06-06T02:03:15.000Z,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87700,2024-06-01T17:41:13.000Z,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87700,2024-07-09T12:15:53.000Z,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8770,2024-07-11T01:57:43.000Z,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876400,2024-06-17T17:02:14.000Z,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
875300,2024-06-19T08:10:52.000Z,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875200,2024-06-05T15:55:10.000Z,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873700,2024-06-10T16:20:06.000Z,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
873300,2024-03-11T21:00:53.000Z,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872200,2024-07-05T15:36:27.000Z,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87000000,2024-03-04T23:08:43.000Z,1,0,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8700000,2024-05-17T02:25:46.000Z,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8700000,2024-06-21T04:57:18.000Z,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8700000,2024-05-06T20:21:03.000Z,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870000,2024-05-08T18:08:09.000Z,0,0,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
867100,2024-03-01T16:24:14.000Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865600,2024-06-25T21:30:55.000Z,0,0,367,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
8624,2024-06-28T21:25:01.000Z,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860900,2024-04-14T04:01:09.000Z,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000,2024-02-10T12:00:00.000Z,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000,2024-01-19T02:37:47.000Z,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,2024-07-11T00:38:50.000Z,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,2024-07-11T00:38:50.000Z,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859500,2024-04-21T18:23:57.000Z,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858600,2024-05-28T21:40:20.000Z,0,0,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857500,2024-05-08T04:04:41.000Z,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857500,2023-06-26T21:10:11.000Z,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8573,2024-04-02T00:11:07.000Z,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856100,2023-05-01T20:22:28.000Z,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
