diggCount,createTimeISO,isAd,isMuted,videoMeta_duration,ad,ecuador,publicidad,gratis,publi,anuncio,free,quito,ofertas,local,tienda,comercial,machala,promo,ambato,loja,promoecuador,comerciales,santodomingoecuador,guayaquil,cuenca
8,2024-07-10T22:11:00.000Z,False,False,79,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7998,2024-06-28T23:08:40.000Z,False,False,86,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
797900,2024-05-12T15:53:32.000Z,False,False,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
797400,2024-01-11T00:52:36.000Z,False,False,10,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
797,2023-11-02T18:27:39.000Z,False,False,41,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
797,2024-07-10T23:56:39.000Z,False,False,56,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
797,2023-08-30T16:42:18.000Z,False,False,56,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7967,2024-05-15T16:58:44.000Z,False,False,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
794900,2023-10-12T14:00:43.000Z,False,False,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
794600,2024-06-16T06:08:58.000Z,False,False,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
